id,title,description,link,image_link,price,availability,condition,brand,google_product_category,identifier_exists
STQ-4525434792,Antique Apothecary Balance Scale Brass Frame Plastic Pans Pharmacy Hanging Scale 100g Functional,"Typical of the decorative apothecary scales popular in pharmacy displays of the early-to-mid 20th century, this charming hanging balance scale pairs an ornate brass frame with a warm vintage aesthetic. ✦ Fully functional balance scale, capacity approx. 100g ✦ Brass beam and hanging ring with elegant cut-out decorative detailing ✦ Two matching cream/amber plastic pans in good condition ✦ Suspended with green twisted cord — original or period-appropriate replacement ✦ Wonderful display piece for pharmacy, apothecary, or vintage home décor ✦ Age-appropriate patina on brass; overall good vintage condition Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4525434792,https://i.etsystatic.com/60918070/r/il/9b75c1/8209353837/il_fullxfull.8209353837_q4gz.jpg,48.89 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4525425939,"Antique Cast Iron Letter Scale, Celluloid Platform Postal Balance – Functional Vintage Office Desk Item","Typical of the elegant utilitarian desk accessories of the late 19th and early 20th century, this antique letter scale is as charming as it is practical. ✦ Cast-iron tripod base with black finish, arc-shaped white enamel dial graduated 0–100 g ✦ Warm amber celluloid or early plastic weighing platform ✦ Brass adjustment knob on base for zeroing; needle pointer mechanism intact ✦ Fully functional according to the seller's note ✦ Very good antique condition with age-appropriate patina — no major damage noted A beautifully preserved piece that brings quiet character to a vintage office setting or stands on its own as a distinguished collector's item. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4525425939,https://i.etsystatic.com/60918070/r/il/b1ef09/8211258961/il_fullxfull.8211258961_4mwa.jpg,42.45 EUR,in stock,used,Stantique25,Furniture,false
STQ-4525434810,Vintage Wooden Model Sailing Ship Three-Masted Tall Ship Clipper Hardwood Handcrafted Nautical Decor 32cm,"In the style of classic tall ship clipper models, this beautifully crafted piece captures the golden age of sail with timeless maritime charm. ✦ Three-masted tall ship with detailed rigging, rolled sails and a small metal anchor ✦ Hull painted in dark green and white with natural hardwood deck ✦ Comes on a matching wooden display stand ✦ Approximately 32 cm long and 35 cm tall ✦ Finely worked hardwood construction with cord rigging throughout ✦ Great display piece with a classic maritime charm Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4525434810,https://i.etsystatic.com/60918070/r/il/0e155d/8161422066/il_fullxfull.8161422066_gdsg.jpg,147.98 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4525426011,"Antique Hammered Copper Brass Basket Bowl, Ornate Handle Centerpiece Planter","Typical of early 20th-century European decorative metalwork, this beautifully crafted basket-form bowl makes an instant statement in any interior. A hammered copper body is elegantly dressed with an embossed brass trim band and brass interior lining, while a tall flat central handle crowned with a decorative floral rivet detail draws the eye upward. A scalloped, wavy brass rim adds a final flourish of refined craftsmanship. Unused and in excellent vintage condition — free from dents and heavy patina — this charming piece is as versatile as it is beautiful, ready to serve as a fruit bowl, bread basket, planter cache-pot, or striking decorative centrepiece. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4525426011,https://i.etsystatic.com/60918070/r/il/020c59/8214425639/il_fullxfull.8214425639_elg3.jpg,55.98 EUR,in stock,used,Stantique25,Home & Garden > Decor > Vases,false
STQ-4524809440,"Set of 3 Small Asian Silk Rugs: Floral Bird Motif, Chinese Art Carpet (35x35cm)","Typical of classic Chinese decorative textile art, these charming pieces bring timeless elegance to any interior. Set of three small Asian silk rugs, each approximately 35x35cm, sold together as a set. ✦ Designs feature a blue bird with flowers, birds on bamboo branches, and a classic Asian symbol/lion motif ✦ Soft silk blend pile with fine knotted or woven construction and fringe edges ✦ Neutral cream, beige, and earthy tones — easy to combine with many décor styles ✦ Versatile pieces that work beautifully as wall hangings, table mats, or decorative accent rugs ✦ Very clean condition, no visible stains or damage ✦ A beautiful trio for Asian-style interior décor or collectors Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4524809440,https://i.etsystatic.com/60918070/r/il/6abaa4/8204913247/il_fullxfull.8204913247_i1hj.jpg,135.75 EUR,in stock,used,Stantique25,Furniture,false
STQ-4523888734,"Vintage Enamel Cooking Pots Set: Turquoise, Red Mid-Century Kitchenware","Typical of mid-century European kitchenware, these bold, colour-blocked enamel pots bring instant retro charm to any home. Charming pair of vintage enamel cooking pots with matching lids in bold retro colours — one crowned with a vivid turquoise/teal lid, the other with a striking red. Inside, the classic white enamel interior reveals that characteristic vintage marbling that collectors love. Sturdy metal wire side handles and loop lid handles speak to their honest, functional origins. Both pots present in good vintage condition, with only the lightest wear consistent with age and no major chips noted. Whether displayed as a colour-pop duo on open shelving or put back to work in a retro or farmhouse kitchen, this set is a small but spirited piece of everyday design history. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523888734,https://i.etsystatic.com/60918070/r/il/e3f22c/8204861631/il_fullxfull.8204861631_8um6.jpg,79.98 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils,false
STQ-4523728797,Set of 6 Mid Century Faux Leather Coat Hangers – Multicolor Wood Metal Retro Wardrobe,"Typical of 1950s Mid Century style, these hangers prove that even the wardrobe rail deserved a touch of flair. A stunning set of six vintage coat hangers from the 1950s Mid Century era, covered in textured faux leather over a wooden core with metal swivel hooks. ✦ Set of 6 hangers in five striking colours: black (x2), tan/brown, petrol blue, orange-red, and olive green ✦ Textured pebble-grain faux leather covering in excellent vintage condition ✦ Wooden core provides sturdy, shoulder-friendly support ✦ Metal hooks with classic Mid Century curved design ✦ A beautiful decorative and functional set for any vintage wardrobe or boutique display Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523728797,https://i.etsystatic.com/60918070/r/il/45c102/8214461065/il_fullxfull.8214461065_su31.jpg,69.98 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4523728809,Set of Vintage 1950s Mid Century Studded Faux Leather Wood Coat Hangers Green Black Gold Studs MCM,"Typical of 1950s Mid Century design at its most playful and bold, these gorgeous vintage coat hangers bring authentic wardrobe glamour to any vintage interior. ✦ Set of multiple hangers — green and black colourways ✦ Wooden core wrapped in studded faux leather ✦ Rows of gold-tone metal studs for a striking decorative effect ✦ Classic wire hooks in metal ✦ Age-appropriate patina; studs show light tarnishing consistent with age ✦ A stylish collectible or fully functional statement piece for any Mid Century-inspired space Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523728809,https://i.etsystatic.com/60918070/r/il/fd2d54/8166517536/il_fullxfull.8166517536_sjz5.jpg,60.89 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4523728901,"Vintage Ceramic Folk Art Pottery Set | Hand-Painted Sugar Bowl, Oil Lamp, Plate, Bundt Mould","Typical of classic country farmhouse pottery traditions, this charming 4-piece vintage ceramic set brings warmth and folk-art character to any rustic display. ✦ Hand-painted floral sugar bowl with lid — cream glaze with colourful folk-art flowers ✦ Decorative wall plate — embossed floral motif with multicolour hand-painted details ✦ Ceramic oil lamp / genie lamp shape — dark brown glaze, ornamental piece ✦ Small ceramic Bundt / Gugelhupf mould pendant — brown & white drip glaze, hanging loop ✦ All pieces show typical vintage character; minor signs of age consistent with pre-owned items ✦ A beautifully cohesive set for rustic shelf styling, café decor, or cottage-garden ambience Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523728901,https://i.etsystatic.com/60918070/r/il/25c040/8198574107/il_fullxfull.8198574107_57h4.jpg,68.89 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4523737564,Set of 4 Vintage Italian Florentine Coasters – Gilt Red Mid Century Made in Italy,"Typical of mid-century Italian Florentine craftsmanship, these charming pieces bring the warmth of classic decorative arts straight to your table. ✦ Set of 4 matching coasters in Florentine style ✦ Classic gilt and red painted decoration with ornate relief motifs including fleur-de-lis and scrollwork ✦ Scalloped decorative edges typical of Florentine craftsmanship ✦ Vintage condition with age-appropriate patina and wear consistent with use ✦ Made in Italy – a wonderful piece of mid-century Italian decorative tradition Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523737564,https://i.etsystatic.com/60918070/r/il/e95396/8198568817/il_fullxfull.8198568817_idm1.jpg,29.89 EUR,in stock,used,Stantique25,Furniture,false
STQ-4523737342,"Vintage AWR No.55 Cast Iron Meat Grinder with Table Clamp, Hand Crank, Antique Kitchen Decor","Typical of the robust, utilitarian kitchen tools that graced early 20th-century farmhouse kitchens, this charming vintage manual meat grinder is marked AWR No. 55, with the size number cast directly into the body. ✦ Brand/model: AWR, size number 55 cast into the body ✦ Made of cast iron with a black wooden handle ✦ Table-clamp mounting with original screw clamp and key tool ✦ Hand-crank operation with turned wooden knob handle ✦ Lovely patina and age-appropriate wear — a wonderful farmhouse or kitchen display piece ✦ Sold for decorative purposes only — functional condition unverified With its beautiful patina and honest age-appropriate wear, this piece brings instant character to any farmhouse shelf, rustic kitchen vignette, or antique collection. Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523737342,https://i.etsystatic.com/60918070/r/il/933985/8198591387/il_fullxfull.8198591387_8i7w.jpg,29.98 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils,false
STQ-4523093467,Vintage Hand-Painted Wooden Jewelry Box: Dark Brown Floral Roses Cottage Style Trinket Storage,"Typical of the Bauernmalerei folk art tradition, this charming piece brings warmth and handcrafted character to any cottage or country-style interior. ✦ Charming vintage wooden jewelry and trinket box with a rich dark brown finish ✦ Lid features vibrant hand-painted folk art floral motif — pink and red roses with green leaves and white accent blossoms ✦ Decorative red dot border runs along all edges, adding a classic country cottage touch ✦ Interior suitable for storing jewelry, keepsakes, or small treasures ✦ A lovely decorative piece in the folk art or Bauernmalerei tradition ✦ Pre-owned vintage condition — please view all photos carefully Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523093467,https://i.etsystatic.com/60918070/r/il/c771e2/8192957813/il_fullxfull.8192957813_4zhj.jpg,30.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Sculptures & Statues,false
STQ-4523881129,Vintage Florentine Tray Set: Red Gold Ornate Plastic Serving Trays Made Italy,"Typical of the ornate Florentine decorative style, these striking red and gold trays bring timeless Italian baroque elegance to any setting. ✦ Set of 2 matching trays with ornate baroque relief pattern ✦ Classic Florentine style – red and gold colour combination ✦ Made in Italy – unused, old stock condition ✦ Made from plastic with detailed embossed floral and scroll motifs ✦ Scalloped edges with decorative side handles ✦ Perfect for display, serving or as a decorative accent piece Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523881129,https://i.etsystatic.com/60918070/r/il/85722a/8166482784/il_fullxfull.8166482784_k350.jpg,45.44 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4523737548,"Vintage 1970s Folk Pottery Set: Egg Plate, Bundt Mold, Key Holder","Typical of 1970s folk pottery, this charming 3-piece ceramic set brings warm honey-amber and brown tones straight into a country-style, farmhouse, or café setting. ✦ Oval egg serving plate with 10 individual egg cups and a decorative rope-pattern border with hanging hole ✦ Small glazed ceramic Bundt/Gugelhupf cake mold with a marbled brown and green glaze and ornate rim detail ✦ Ceramic key rack shaped like a decorative key with 4 hooks and an embossed floral motif ✦ All three pieces share the warm honey-amber and brown glaze characteristic of 1970s folk pottery ✦ A beautifully cohesive decorative ensemble for a kitchen, café, or garden room ✦ Pre-owned vintage condition — please see photos for details Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523737548,https://i.etsystatic.com/60918070/r/il/31d7d3/8150654798/il_fullxfull.8150654798_q6b6.jpg,39.98 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4523737360,"Vintage Ceramic Plate Clock: Floral Folk Art, Roman Numerals, Working Condition","Typical of the country cottage aesthetic, this charming vintage ceramic wall clock brings warmth and handcrafted character to any traditional or rustic interior. ✦ White ceramic plate-style wall clock with decorative scalloped edge ✦ Colorful hand-painted style folk art floral motifs in red, orange, blue and green ✦ Roman numeral dial with ornate black clock hands ✦ Country cottage / farmhouse style – a wonderful decorative piece ✦ Clock mechanism is stated to be working ✦ A lovely vintage find for rustic or traditional home décor Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523737360,https://i.etsystatic.com/60918070/r/il/7809e8/8150669620/il_fullxfull.8150669620_awxi.jpg,42.45 EUR,in stock,used,Stantique25,Home & Garden > Decor > Clocks,false
STQ-4523737376,Retro Brass Pendant Light Fixture: Mid-Century Hanging Lamp with Yellow Cable,"Typical of mid-century interior styling, this charming retro pendant ceiling lamp pairs an aged brass-tone dome canopy with a decorative antique brass metal chain for an effortlessly vintage look. ✦ Fully working condition – tested and ready to install ✦ Brass-finish dome canopy with attractive patina ✦ Twisted yellow fabric-covered cable adds a classic retro touch ✦ Metal hanging chain in antique brass tone ✦ Great statement piece for vintage, mid-century or industrial interiors ✦ Shows natural age-related patina consistent with its era – adds to the character Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523737376,https://i.etsystatic.com/60918070/r/il/95213a/8198621097/il_fullxfull.8198621097_f72h.jpg,65.75 EUR,in stock,used,Stantique25,Home & Garden > Lighting > Lamps,false
STQ-4521221408,IKEA TOBIAS Chair Black Set of 2 – Transparent Polycarbonate Modern Design Dining Chair,"In the style of the iconic 'ghost chair' aesthetic, this pair of IKEA TOBIAS chairs in black brings a clean, versatile, and surprisingly elegant energy to any space. ✦ Set of 2 matching chairs ✦ Color: Black / transparent ✦ Material: Polycarbonate (clear/tinted plastic) with chrome legs ✦ Stackable design – space-efficient storage ✦ Suitable for: dining room, kitchen, office, living room, hallway The transparent polycarbonate body keeps rooms feeling open and light, making the TOBIAS a design classic that works in virtually any interior – from minimalist to eclectic. Condition: Used, good condition. Minor scuffs consistent with light use. Structurally sound. Please review all photos for full condition assessment. Note: These are pre-owned IKEA chairs, not antique items. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — no import duties or customs fees). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4521221408,https://i.etsystatic.com/60918070/r/il/6ee839/8134530594/il_fullxfull.8134530594_awpa.jpg,268.98 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils,false
STQ-4522415963,Vintage Oak Mantel Clock: Mid-Century Roman Numeral Wall Decor,"Typical of mid-century decorative craftsmanship, this charming vintage wooden clock from the 1960s–1970s brings warmth and character to any retro or eclectic interior. ✦ Square wooden case with protruding column details at each corner ✦ Warm oak-toned wooden frame with a distinctive architectural column design ✦ Gold-tone circular dial with Roman numerals and ornate gilt hands ✦ Classic mid-century style — perfect for retro or eclectic interiors ✦ Shows natural signs of age consistent with its vintage origin ✦ Functionality not guaranteed — sold as a decorative piece or for restoration Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522415963,https://i.etsystatic.com/60918070/r/il/30393d/8145066180/il_fullxfull.8145066180_fjvi.jpg,48.87 EUR,in stock,used,Stantique25,Home & Garden > Decor > Clocks,false
STQ-4523102000,Vintage Wooden Toy Horse & Carriage on Wheels c.1950 | Colorful Pull Toy | Blue Red Yellow Farm Wagon | Mid-Century Folk Art,"Typical of mid-century American folk toy craftsmanship, this charming vintage wooden toy set brings instant warmth and nostalgia to any display. ✦ Blue painted open wagon with red accents and turned wooden wheels with red ring detail ✦ Yellow cart/base section with a white toy horse figure featuring real hair mane and leather-style harness ✦ Bright primary colours — blue, red and yellow — with natural wood wheel hubs ✦ Shows honest age-related wear, paint patina and play marks consistent with circa 1950 origin ✦ A wonderful display piece or addition to any vintage toy or folk art collection Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4523102000,https://i.etsystatic.com/60918070/r/il/39467e/8147224050/il_fullxfull.8147224050_k88k.jpg,89.89 EUR,in stock,used,Stantique25,Home & Garden > Decor > Sculptures & Statues,false
STQ-4522415899,Rare BMF Nagel 1970s Mid-Century Modern Gold-Plated Brass Palm Leaf Candleholder 10-Piece Modular Set,"Typical of the bold, sculptural aesthetic that defined West German decorative arts in the 1970s, this exceptionally rare modular candleholder by renowned maker BMF Nagel is a collector's dream. ✦ 10-piece interlocking set in gold-plated brass ✦ Each element features an ornate sculpted palm leaf motif ✦ Pieces connect via ball-and-socket style links for flexible arrangement ✦ Classic Mid-Century Modern design with a luxurious, highly polished finish ✦ A true collector's statement piece for any vintage interior Photos are part of the description and show measurements and details. Please examine them carefully - they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP - I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged - we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522415899,https://i.etsystatic.com/60918070/r/il/93fcb8/8195066985/il_fullxfull.8195066985_t0fw.jpg,858.89 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4522257120,"Hand-Carved Wood Kuksa Cup – Nordic Folk Art, Geometric Lattice Handle","Typical of the Nordic folk-art tradition, this hand-carved wooden kuksa (guksi) drinking cup is a striking testament to Scandinavian woodcraft heritage. Densely carved in solid wood, the cup is covered in intricate geometric basket-weave and lattice patterns, crowned by a beautifully executed openwork triangular handle – making it a true one-of-a-kind piece. ✦ Hand-carved solid wood kuksa / guksi cup ✦ Nordic / Scandinavian folk art style ✦ Intricate geometric carving all over ✦ Openwork triangular handle ✦ Decorative collector's piece Lovely displayed on a shelf as a rustic accent, or gifted to lovers of folk art, woodcraft, and Nordic / Viking style – this is the kind of piece that tells a story wherever it lands. Condition: vintage, good. Hand-made and unique, with light age-related wear consistent with its age and character. Please review all photos carefully – they form part of the description. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522257120,https://i.etsystatic.com/60918070/r/il/9a6d73/8140596528/il_fullxfull.8140596528_4lvi.jpg,37.75 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
STQ-4522250725,Vintage Brass Umbrella Stand – Mid Century Atomic Space Age Hallway Decor,"Typical of the atomic space-age optimism of the 1950s–60s, this rare vintage umbrella stand channels the sculptural minimalism of Carl Auböck with effortless cool. A slender golden brass-tone frame rises from a heavy black oval cast-iron base, creating a silhouette that is at once bold and refined — the kind of statement piece that transforms a hallway or entryway into a curated interior. ✦ 1950s–60s Mid-Century / atomic space-age design ✦ In the style of Carl Auböck ✦ Golden brass-tone frame, heavy black oval cast-iron base ✦ Sculptural, minimalist silhouette ✦ Rare collector / designer decor piece Condition: vintage, good. Shows age-related wear and patina consistent with its age — please review all photos carefully, as they form part of the description. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522250725,https://i.etsystatic.com/60918070/r/il/52fbb9/8260523643/il_fullxfull.8260523643_9iq6.jpg,400.89 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4522250689,"Mid-Century Space Age Umbrella Stand – Black Metal, Gold Trim, Wood Panel (60cm)","Typical of the optimistic Space Age aesthetic of the 1950s–60s, this rare Mid-Century umbrella stand pairs sleek black metal with gold-tone trim and a warm wood slat panel for a look that feels as fresh today as it did in its heyday. A black metal frame with gold-tone trim gives the piece its bold, graphic presence, while the warm wood slat panel softens the overall silhouette with natural warmth. A white drip tray sits neatly at the base – practical and period-correct. At approx. 60 cm tall, it strikes exactly the right balance between functional hallway essential and genuine decorative statement. ✦ 1950s–60s Mid-Century / Space Age design ✦ Black metal frame with gold-tone trim ✦ Warm wood slat panel ✦ White drip tray at the base ✦ Approx. 60 cm tall – rare decorative MCM piece Condition: vintage, good. Shows age-related wear and patina consistent with age – please review all photos carefully, they are part of the description. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522250689,https://i.etsystatic.com/60918070/r/il/4cfb7f/8140483978/il_fullxfull.8140483978_d0mz.jpg,212.87 EUR,in stock,used,Stantique25,Home & Garden > Decor,false
STQ-4522250641,"Vintage Moroccan Brass Set – Teapot, Cauldron, Candlestick, Dish, Trivet, Kilim Rugs (Set of 8)","Typical of the warm, handcrafted aesthetic of Moroccan and broader oriental decorative tradition, this vintage bundle of 8 pieces arrives as a ready-made collection for a boho, ethnic, or Middle-Eastern themed interior. ✦ Set of 8 pieces total ✦ Brass: teapot, cauldron/pot, candlestick, flower-form dish, pierced trivet (see photos) ✦ Mini wool kilim rugs / mats ✦ Warm oriental / Moroccan / boho character ✦ Beautiful as a styled bundle for shelves, console, or coffee table The hand-worked brass pieces carry an authentic age patina, while the mini wool kilim rugs show only light wear — together they offer an effortlessly curated, lived-in warmth that takes years to assemble on your own. Please review all photos carefully, as they are part of the description and show the full set. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522250641,https://i.etsystatic.com/60918070/r/il/8b5f45/8189785029/il_fullxfull.8189785029_m3d0.jpg,99.98 EUR,in stock,used,Stantique25,Home & Garden > Decor > Candle Holders & Accessories,false
STQ-4522257118,"Goebel Klimt Porcelain Tealight Holders – The Kiss, Adele, Judith (Set of 3)","In the spirit of Vienna's golden Jugendstil era, these exquisite pieces bring Klimt's iconic vision into your home. A beautiful set of 3 porcelain tealight / votive holders by Goebel (Artis Orbis series), each featuring an iconic Gustav Klimt masterpiece: ""The Kiss"", ""Adele Bloch-Bauer"" (Woman in Gold), and ""Judith"". Rich gold detailing on fine porcelain makes each holder a refined, collectible object in its own right — as striking displayed individually as they are together as a set. ✦ Maker: Goebel – Artis Orbis series ✦ Set of 3 porcelain tealight / votive holders ✦ Motifs: Gustav Klimt – The Kiss, Adele Bloch-Bauer, Judith ✦ Lavish gold decoration on fine porcelain ✦ Lovely as a set or displayed individually A wonderful gift for fans of Klimt, Art Nouveau / Jugendstil, and fine collectible porcelain. Condition: very good, collectible. Please review all photos carefully – they are part of the description. Photos are part of the description and show measurements and details. Please examine them carefully — they reflect the item's condition. Shipping: All orders via DHL insured, double-boxed with protective padding. Germany: free. USA: free (DDP — I cover all import duties and customs fees, none for you). Returns accepted within 30 days; contact us within 48 hours with photos if anything arrives damaged — we always find a fair solution.",https://zicopeta53.github.io/go.html?id=4522257118,https://i.etsystatic.com/60918070/r/il/37d237/8140588604/il_fullxfull.8140588604_aofq.jpg,69.98 EUR,in stock,used,Stantique25,Home & Garden > Kitchen & Dining > Tableware > Dinnerware,false
